0.000000000000000000e+00,6.080971704380539933e+01,1.209402022992420029e+02
1.000000000000000000e+00,6.518470087045000128e+01,1.667385547048199896e+02
0.000000000000000000e+00,6.425475995100710236e+01,1.433638500860330112e+02
1.000000000000000000e+00,7.271616602566440690e+01,1.953564312830679910e+02
1.000000000000000000e+00,6.941734032512199803e+01,1.953063599403579929e+02
1.000000000000000000e+00,6.629972587327920053e+01,1.501493612771110122e+02
1.000000000000000000e+00,6.849641535688269300e+01,1.543426389259549865e+02
1.000000000000000000e+00,6.981029132224060163e+01,1.996819810399030075e+02
1.000000000000000000e+00,6.318051016249240348e+01,1.447733274468120044e+02
0.000000000000000000e+00,6.129236297819839763e+01,1.183305469684830058e+02
1.000000000000000000e+00,7.135662808049599448e+01,2.113956385651349876e+02
1.000000000000000000e+00,6.829955580653459890e+01,1.822333596749240030e+02
1.000000000000000000e+00,6.468669105969590305e+01,1.570168086200849871e+02
1.000000000000000000e+00,6.944571477573440177e+01,1.786755990565060017e+02
1.000000000000000000e+00,6.593248176437130326e+01,1.513846181980339907e+02
1.000000000000000000e+00,6.976960443753040408e+01,1.888441723983249858e+02
1.000000000000000000e+00,6.234831799355389848e+01,1.507219877100619954e+02
0.000000000000000000e+00,6.938164336590149617e+01,1.682456301195099968e+02
1.000000000000000000e+00,7.179252375998939328e+01,1.998985003612999947e+02
1.000000000000000000e+00,7.009411691350119611e+01,1.673014086068569952e+02
0.000000000000000000e+00,6.573605718688870070e+01,1.396403547715540014e+02
1.000000000000000000e+00,6.109074750052050007e+01,1.472664634816229920e+02
1.000000000000000000e+00,7.384689148281239568e+01,2.282751804269489924e+02
0.000000000000000000e+00,6.959810682300019380e+01,1.735299447392989975e+02
0.000000000000000000e+00,6.093643878604019903e+01,1.186185409318679973e+02
0.000000000000000000e+00,6.538331152635829824e+01,1.293755019861229982e+02
1.000000000000000000e+00,6.842358649376909341e+01,1.786200332314479908e+02
1.000000000000000000e+00,7.019241425525200384e+01,1.981411752935460129e+02
1.000000000000000000e+00,6.900738998501989840e+01,1.701715714473149887e+02
1.000000000000000000e+00,7.212882567809049306e+01,2.162168147480890070e+02
1.000000000000000000e+00,6.933682152588680481e+01,1.841194152872079997e+02
1.000000000000000000e+00,6.617147966522199454e+01,1.500234727112610074e+02
0.000000000000000000e+00,6.643100049072269542e+01,1.253478479962179932e+02
1.000000000000000000e+00,7.119793782223030121e+01,2.101345290420310050e+02
0.000000000000000000e+00,6.478555122185430548e+01,1.484311768589020062e+02
1.000000000000000000e+00,6.873525451962210298e+01,1.819548670754579973e+02
0.000000000000000000e+00,6.857561447729280246e+01,1.632288497265710134e+02
0.000000000000000000e+00,6.127881249672579855e+01,1.350811593048439931e+02
0.000000000000000000e+00,6.305254939459680230e+01,1.280468252859699874e+02
1.000000000000000000e+00,7.421052139314919316e+01,2.047593436920159888e+02
0.000000000000000000e+00,6.264307510582329996e+01,1.220562682786970043e+02
0.000000000000000000e+00,6.306841835484929959e+01,1.311570669339710093e+02
0.000000000000000000e+00,6.000525689585420253e+01,1.126643833754729940e+02
0.000000000000000000e+00,5.994211971585600196e+01,1.234984917820780055e+02
0.000000000000000000e+00,6.246600980959310334e+01,1.273029103423010042e+02
1.000000000000000000e+00,7.852821042586940337e+01,2.538890038418140023e+02
1.000000000000000000e+00,6.811109709792829392e+01,1.637008120063109970e+02
1.000000000000000000e+00,6.740282109410890143e+01,1.926726758241169932e+02
1.000000000000000000e+00,6.798597513703080608e+01,1.856879550270149934e+02
0.000000000000000000e+00,6.447856715822949525e+01,1.518867056738110080e+02
1.000000000000000000e+00,7.482494530749940509e+01,2.203363668866950036e+02
1.000000000000000000e+00,6.838842703304040072e+01,1.807377606552850011e+02
1.000000000000000000e+00,6.376911497986780120e+01,1.657017309440360009e+02
1.000000000000000000e+00,7.005300801369209296e+01,1.865860277613070082e+02
0.000000000000000000e+00,6.724386794773249676e+01,1.540615748373379859e+02
0.000000000000000000e+00,6.738247487675370451e+01,1.588175023970300117e+02
0.000000000000000000e+00,6.460391582449959458e+01,1.356222198965440100e+02
0.000000000000000000e+00,6.304199710368649789e+01,1.220872455081899943e+02
1.000000000000000000e+00,6.850305566082829500e+01,2.058912338243140141e+02
0.000000000000000000e+00,6.528205443194430302e+01,1.604857326960330113e+02
0.000000000000000000e+00,6.153011038809459876e+01,1.063043173030140025e+02
0.000000000000000000e+00,6.516420168834980586e+01,1.568862599833420006e+02
0.000000000000000000e+00,6.486994235293150268e+01,1.442269865906060033e+02
0.000000000000000000e+00,6.380355836899060051e+01,1.460697890933209919e+02
0.000000000000000000e+00,6.562590313241609863e+01,1.395799000478669996e+02
1.000000000000000000e+00,7.053251302168820303e+01,1.943022593025339972e+02
1.000000000000000000e+00,6.790180866160099526e+01,1.708467602807479864e+02
1.000000000000000000e+00,7.303718383368850198e+01,2.117208568111300053e+02
1.000000000000000000e+00,7.314333550010150020e+01,2.057218639402319980e+02
1.000000000000000000e+00,6.998920525530040493e+01,1.858459640222210112e+02
1.000000000000000000e+00,7.147205507074700392e+01,2.014486789603139982e+02
0.000000000000000000e+00,6.871007497005790299e+01,1.651104590514540007e+02
0.000000000000000000e+00,6.539713246736640428e+01,1.415060198201049957e+02
0.000000000000000000e+00,6.125433461589499728e+01,1.158895439095710032e+02
1.000000000000000000e+00,6.754362175542020452e+01,1.964933151636410003e+02
1.000000000000000000e+00,7.172961128733840042e+01,2.036212076660609966e+02
0.000000000000000000e+00,6.589998960372899717e+01,1.598498234255619934e+02
0.000000000000000000e+00,6.452160984188860482e+01,1.470250105563580121e+02
0.000000000000000000e+00,6.858419476035679452e+01,1.658078729160029923e+02
